count,temp,humidity,wind_speed,visibility,dew_point_temp,solar_radiation,rainfall,snowfall,seasons,holiday,functioning_day,datetime,date,year,month,day,hour
211,-13.8,32,2.2,2000,-26.9,0.0,0.0,0.7,Winter,No Holiday,Yes,2018-01-24 19:00:00,2018-01-24,2018,1,24,19
125,-14.3,37,1.3,2000,-25.8,0.0,0.0,0.7,Winter,No Holiday,Yes,2018-01-24 20:00:00,2018-01-24,2018,1,24,20
132,-14.7,40,3.2,1933,-25.3,0.0,0.0,0.7,Winter,No Holiday,Yes,2018-01-24 21:00:00,2018-01-24,2018,1,24,21
121,-15.2,45,4.0,2000,-24.4,0.0,0.0,0.7,Winter,No Holiday,Yes,2018-01-24 22:00:00,2018-01-24,2018,1,24,22
82,-15.7,43,3.6,2000,-25.4,0.0,0.0,0.7,Winter,No Holiday,Yes,2018-01-24 23:00:00,2018-01-24,2018,1,24,23
78,-15.9,43,3.8,2000,-25.6,0.0,0.0,0.7,Winter,No Holiday,Yes,2018-01-25 00:00:00,2018-01-25,2018,1,25,0
68,-16.1,42,2.2,2000,-26.0,0.0,0.0,0.7,Winter,No Holiday,Yes,2018-01-25 01:00:00,2018-01-25,2018,1,25,1
60,-16.0,42,1.3,2000,-25.9,0.0,0.0,0.7,Winter,No Holiday,Yes,2018-01-25 02:00:00,2018-01-25,2018,1,25,2
32,-16.0,40,1.9,2000,-26.5,0.0,0.0,0.7,Winter,No Holiday,Yes,2018-01-25 03:00:00,2018-01-25,2018,1,25,3
22,-15.9,37,2.4,1985,-27.2,0.0,0.0,0.7,Winter,No Holiday,Yes,2018-01-25 04:00:00,2018-01-25,2018,1,25,4
34,-15.8,37,2.7,2000,-27.1,0.0,0.0,0.7,Winter,No Holiday,Yes,2018-01-25 05:00:00,2018-01-25,2018,1,25,5
71,-16.1,33,3.0,2000,-28.7,0.0,0.0,0.7,Winter,No Holiday,Yes,2018-01-25 06:00:00,2018-01-25,2018,1,25,6
165,-16.2,33,2.2,2000,-28.7,0.0,0.0,0.7,Winter,No Holiday,Yes,2018-01-25 07:00:00,2018-01-25,2018,1,25,7
349,-16.4,32,3.3,2000,-29.2,0.01,0.0,0.6,Winter,No Holiday,Yes,2018-01-25 08:00:00,2018-01-25,2018,1,25,8
187,-16.2,33,2.9,2000,-28.7,0.19,0.0,0.6,Winter,No Holiday,Yes,2018-01-25 09:00:00,2018-01-25,2018,1,25,9
105,-15.3,33,2.4,2000,-27.9,0.56,0.0,0.6,Winter,No Holiday,Yes,2018-01-25 10:00:00,2018-01-25,2018,1,25,10
122,-13.8,25,3.5,1996,-29.6,0.91,0.0,0.6,Winter,No Holiday,Yes,2018-01-25 11:00:00,2018-01-25,2018,1,25,11
142,-12.8,25,3.2,1981,-28.7,1.16,0.0,0.6,Winter,No Holiday,Yes,2018-01-25 12:00:00,2018-01-25,2018,1,25,12
130,-11.4,27,3.9,2000,-26.7,1.26,0.0,0.6,Winter,No Holiday,Yes,2018-01-25 13:00:00,2018-01-25,2018,1,25,13
160,-10.4,25,2.3,1981,-26.7,1.21,0.0,0.5,Winter,No Holiday,Yes,2018-01-25 14:00:00,2018-01-25,2018,1,25,14
130,-9.7,28,3.7,2000,-24.8,1.0,0.0,0.5,Winter,No Holiday,Yes,2018-01-25 15:00:00,2018-01-25,2018,1,25,15
152,-9.6,31,2.6,1973,-23.6,0.66,0.0,0.5,Winter,No Holiday,Yes,2018-01-25 16:00:00,2018-01-25,2018,1,25,16
170,-10.9,32,4.0,2000,-24.4,0.28,0.0,0.5,Winter,No Holiday,Yes,2018-01-25 17:00:00,2018-01-25,2018,1,25,17
288,-11.8,33,4.0,2000,-24.8,0.04,0.0,0.5,Winter,No Holiday,Yes,2018-01-25 18:00:00,2018-01-25,2018,1,25,18
178,-12.7,33,3.7,2000,-25.6,0.0,0.0,0.5,Winter,No Holiday,Yes,2018-01-25 19:00:00,2018-01-25,2018,1,25,19
141,-13.5,33,2.4,2000,-26.3,0.0,0.0,0.5,Winter,No Holiday,Yes,2018-01-25 20:00:00,2018-01-25,2018,1,25,20
137,-14.1,35,2.2,2000,-26.2,0.0,0.0,0.5,Winter,No Holiday,Yes,2018-01-25 21:00:00,2018-01-25,2018,1,25,21
113,-14.6,35,2.5,2000,-26.7,0.0,0.0,0.5,Winter,No Holiday,Yes,2018-01-25 22:00:00,2018-01-25,2018,1,25,22
79,-14.9,35,2.8,2000,-26.9,0.0,0.0,0.5,Winter,No Holiday,Yes,2018-01-25 23:00:00,2018-01-25,2018,1,25,23
68,-15.1,34,1.7,2000,-27.4,0.0,0.0,0.5,Winter,No Holiday,Yes,2018-01-26 00:00:00,2018-01-26,2018,1,26,0
93,-15.3,34,1.7,2000,-27.6,0.0,0.0,0.5,Winter,No Holiday,Yes,2018-01-26 01:00:00,2018-01-26,2018,1,26,1
54,-15.6,33,2.2,2000,-28.2,0.0,0.0,0.5,Winter,No Holiday,Yes,2018-01-26 02:00:00,2018-01-26,2018,1,26,2
41,-15.9,34,2.9,2000,-28.2,0.0,0.0,0.5,Winter,No Holiday,Yes,2018-01-26 03:00:00,2018-01-26,2018,1,26,3
24,-16.4,36,1.5,2000,-28.0,0.0,0.0,0.5,Winter,No Holiday,Yes,2018-01-26 04:00:00,2018-01-26,2018,1,26,4
36,-16.9,38,2.3,2000,-27.9,0.0,0.0,0.5,Winter,No Holiday,Yes,2018-01-26 05:00:00,2018-01-26,2018,1,26,5
64,-17.4,40,1.6,2000,-27.7,0.0,0.0,0.5,Winter,No Holiday,Yes,2018-01-26 06:00:00,2018-01-26,2018,1,26,6
142,-17.5,38,3.4,2000,-28.4,0.0,0.0,0.5,Winter,No Holiday,Yes,2018-01-26 07:00:00,2018-01-26,2018,1,26,7
322,-17.8,40,2.5,2000,-28.1,0.0,0.0,0.5,Winter,No Holiday,Yes,2018-01-26 08:00:00,2018-01-26,2018,1,26,8
149,-17.5,37,3.8,1941,-28.7,0.21,0.0,0.5,Winter,No Holiday,Yes,2018-01-26 09:00:00,2018-01-26,2018,1,26,9
96,-16.5,33,3.4,1703,-29.0,0.62,0.0,0.5,Winter,No Holiday,Yes,2018-01-26 10:00:00,2018-01-26,2018,1,26,10
93,-15.6,31,3.3,1808,-28.9,0.93,0.0,0.5,Winter,No Holiday,Yes,2018-01-26 11:00:00,2018-01-26,2018,1,26,11
111,-14.4,30,2.7,1906,-28.2,1.17,0.0,0.5,Winter,No Holiday,Yes,2018-01-26 12:00:00,2018-01-26,2018,1,26,12
115,-13.3,28,2.7,1889,-27.9,1.26,0.0,0.5,Winter,No Holiday,Yes,2018-01-26 13:00:00,2018-01-26,2018,1,26,13
116,-12.1,27,2.5,1879,-27.3,1.25,0.0,0.4,Winter,No Holiday,Yes,2018-01-26 14:00:00,2018-01-26,2018,1,26,14
140,-11.4,27,3.3,1805,-26.7,0.0,0.0,0.4,Winter,No Holiday,Yes,2018-01-26 15:00:00,2018-01-26,2018,1,26,15
147,-10.8,28,2.7,1778,-25.8,0.77,0.0,0.4,Winter,No Holiday,Yes,2018-01-26 16:00:00,2018-01-26,2018,1,26,16
196,-11.5,31,3.3,1745,-25.2,0.41,0.0,0.3,Winter,No Holiday,Yes,2018-01-26 17:00:00,2018-01-26,2018,1,26,17
305,-12.7,33,2.5,1835,-25.6,0.05,0.0,0.3,Winter,No Holiday,Yes,2018-01-26 18:00:00,2018-01-26,2018,1,26,18
171,-13.2,33,2.4,1863,-26.1,0.0,0.0,0.3,Winter,No Holiday,Yes,2018-01-26 19:00:00,2018-01-26,2018,1,26,19
121,-13.7,35,1.7,1878,-25.9,0.0,0.0,0.3,Winter,No Holiday,Yes,2018-01-26 20:00:00,2018-01-26,2018,1,26,20
130,-14.1,36,1.8,1869,-25.9,0.0,0.0,0.3,Winter,No Holiday,Yes,2018-01-26 21:00:00,2018-01-26,2018,1,26,21
108,-14.6,40,1.8,1746,-25.2,0.0,0.0,0.3,Winter,No Holiday,Yes,2018-01-26 22:00:00,2018-01-26,2018,1,26,22
89,-14.4,38,2.7,1738,-25.6,0.0,0.0,0.3,Winter,No Holiday,Yes,2018-01-26 23:00:00,2018-01-26,2018,1,26,23
80,-15.0,42,1.2,1766,-25.0,0.0,0.0,0.3,Winter,No Holiday,Yes,2018-01-27 00:00:00,2018-01-27,2018,1,27,0
94,-15.1,43,0.8,1905,-24.9,0.0,0.0,0.3,Winter,No Holiday,Yes,2018-01-27 01:00:00,2018-01-27,2018,1,27,1
75,-15.3,43,0.6,1867,-25.0,0.0,0.0,0.3,Winter,No Holiday,Yes,2018-01-27 02:00:00,2018-01-27,2018,1,27,2
41,-15.3,43,0.8,1963,-25.0,0.0,0.0,0.3,Winter,No Holiday,Yes,2018-01-27 03:00:00,2018-01-27,2018,1,27,3
36,-15.3,47,0.8,1868,-24.0,0.0,0.0,0.3,Winter,No Holiday,Yes,2018-01-27 04:00:00,2018-01-27,2018,1,27,4
25,-15.4,45,0.8,2000,-24.6,0.0,0.0,0.3,Winter,No Holiday,Yes,2018-01-27 05:00:00,2018-01-27,2018,1,27,5
33,-15.3,47,0.7,1921,-24.0,0.0,0.0,0.3,Winter,No Holiday,Yes,2018-01-27 06:00:00,2018-01-27,2018,1,27,6
57,-15.7,53,1.3,1629,-23.1,0.0,0.0,0.3,Winter,No Holiday,Yes,2018-01-27 07:00:00,2018-01-27,2018,1,27,7
84,-15.9,58,0.9,1369,-22.2,0.0,0.0,0.3,Winter,No Holiday,Yes,2018-01-27 08:00:00,2018-01-27,2018,1,27,8
105,-15.1,49,1.1,1401,-23.4,0.2,0.0,0.3,Winter,No Holiday,Yes,2018-01-27 09:00:00,2018-01-27,2018,1,27,9
96,-12.3,35,0.6,1497,-24.6,0.6,0.0,0.3,Winter,No Holiday,Yes,2018-01-27 10:00:00,2018-01-27,2018,1,27,10
125,-9.6,33,1.1,1748,-22.9,0.9,0.0,0.3,Winter,No Holiday,Yes,2018-01-27 11:00:00,2018-01-27,2018,1,27,11
145,-7.7,32,2.5,1763,-21.5,1.13,0.0,0.3,Winter,No Holiday,Yes,2018-01-27 12:00:00,2018-01-27,2018,1,27,12
189,-6.6,27,2.1,1889,-22.5,1.24,0.0,0.3,Winter,No Holiday,Yes,2018-01-27 13:00:00,2018-01-27,2018,1,27,13
193,-4.1,25,2.0,1730,-21.2,1.2,0.0,0.2,Winter,No Holiday,Yes,2018-01-27 14:00:00,2018-01-27,2018,1,27,14
192,-3.7,26,2.2,1739,-20.4,1.04,0.0,0.0,Winter,No Holiday,Yes,2018-01-27 15:00:00,2018-01-27,2018,1,27,15
195,-3.7,25,2.6,1839,-20.9,0.74,0.0,0.0,Winter,No Holiday,Yes,2018-01-27 16:00:00,2018-01-27,2018,1,27,16
207,-4.6,26,1.9,2000,-21.2,0.39,0.0,0.0,Winter,No Holiday,Yes,2018-01-27 17:00:00,2018-01-27,2018,1,27,17
162,-6.6,31,3.0,1988,-20.9,0.06,0.0,0.0,Winter,No Holiday,Yes,2018-01-27 18:00:00,2018-01-27,2018,1,27,18
122,-7.1,33,2.0,1887,-20.6,0.0,0.0,0.0,Winter,No Holiday,Yes,2018-01-27 19:00:00,2018-01-27,2018,1,27,19
117,-7.6,36,1.7,1858,-20.1,0.0,0.0,0.0,Winter,No Holiday,Yes,2018-01-27 20:00:00,2018-01-27,2018,1,27,20
103,-7.9,35,2.6,1878,-20.7,0.0,0.0,0.0,Winter,No Holiday,Yes,2018-01-27 21:00:00,2018-01-27,2018,1,27,21
114,-7.8,43,2.3,1804,-18.2,0.0,0.0,0.0,Winter,No Holiday,Yes,2018-01-27 22:00:00,2018-01-27,2018,1,27,22
103,-7.6,42,1.2,1760,-18.3,0.0,0.0,0.0,Winter,No Holiday,Yes,2018-01-27 23:00:00,2018-01-27,2018,1,27,23
125,-7.5,36,2.3,1972,-20.0,0.0,0.0,0.0,Winter,No Holiday,Yes,2018-01-28 00:00:00,2018-01-28,2018,1,28,0
103,-7.5,45,2.4,1853,-17.4,0.0,0.0,0.0,Winter,No Holiday,Yes,2018-01-28 01:00:00,2018-01-28,2018,1,28,1
72,-7.8,51,1.9,1627,-16.1,0.0,0.0,0.0,Winter,No Holiday,Yes,2018-01-28 02:00:00,2018-01-28,2018,1,28,2
67,-7.7,49,1.8,1573,-16.5,0.0,0.0,0.0,Winter,No Holiday,Yes,2018-01-28 03:00:00,2018-01-28,2018,1,28,3
38,-7.6,37,1.6,1966,-19.8,0.0,0.0,0.0,Winter,No Holiday,Yes,2018-01-28 04:00:00,2018-01-28,2018,1,28,4
21,-7.5,33,1.5,2000,-21.0,0.0,0.0,0.0,Winter,No Holiday,Yes,2018-01-28 05:00:00,2018-01-28,2018,1,28,5
30,-7.8,35,1.9,2000,-20.6,0.0,0.0,0.0,Winter,No Holiday,Yes,2018-01-28 06:00:00,2018-01-28,2018,1,28,6
42,-8.0,39,1.9,2000,-19.5,0.0,0.0,0.0,Winter,No Holiday,Yes,2018-01-28 07:00:00,2018-01-28,2018,1,28,7
72,-8.1,43,1.7,1943,-18.5,0.0,0.0,0.0,Winter,No Holiday,Yes,2018-01-28 08:00:00,2018-01-28,2018,1,28,8
104,-7.8,41,1.8,1923,-18.7,0.17,0.0,0.0,Winter,No Holiday,Yes,2018-01-28 09:00:00,2018-01-28,2018,1,28,9
111,-5.9,35,1.9,1940,-18.9,0.53,0.0,0.0,Winter,No Holiday,Yes,2018-01-28 10:00:00,2018-01-28,2018,1,28,10
145,-4.6,27,2.6,1887,-20.8,0.85,0.0,0.0,Winter,No Holiday,Yes,2018-01-28 11:00:00,2018-01-28,2018,1,28,11
189,-3.5,26,2.5,1756,-20.2,1.07,0.0,0.0,Winter,No Holiday,Yes,2018-01-28 12:00:00,2018-01-28,2018,1,28,12
206,-2.4,22,2.5,1866,-21.2,1.16,0.0,0.0,Winter,No Holiday,Yes,2018-01-28 13:00:00,2018-01-28,2018,1,28,13
225,-1.5,20,3.0,1992,-21.6,1.09,0.0,0.0,Winter,No Holiday,Yes,2018-01-28 14:00:00,2018-01-28,2018,1,28,14
217,-1.9,23,4.3,2000,-20.3,0.7,0.0,0.0,Winter,No Holiday,Yes,2018-01-28 15:00:00,2018-01-28,2018,1,28,15
187,-2.1,27,4.0,2000,-18.6,0.52,0.0,0.0,Winter,No Holiday,Yes,2018-01-28 16:00:00,2018-01-28,2018,1,28,16
178,-3.8,32,5.2,2000,-18.1,0.25,0.0,0.0,Winter,No Holiday,Yes,2018-01-28 17:00:00,2018-01-28,2018,1,28,17
157,-4.9,35,3.7,2000,-18.0,0.04,0.0,0.0,Winter,No Holiday,Yes,2018-01-28 18:00:00,2018-01-28,2018,1,28,18
134,-6.0,31,3.6,2000,-20.4,0.0,0.0,0.0,Winter,No Holiday,Yes,2018-01-28 19:00:00,2018-01-28,2018,1,28,19
113,-7.0,30,2.8,2000,-21.6,0.0,0.0,0.0,Winter,No Holiday,Yes,2018-01-28 20:00:00,2018-01-28,2018,1,28,20
106,-7.3,34,3.5,2000,-20.5,0.0,0.0,0.0,Winter,No Holiday,Yes,2018-01-28 21:00:00,2018-01-28,2018,1,28,21
105,-7.9,40,2.5,1997,-19.1,0.0,0.0,0.0,Winter,No Holiday,Yes,2018-01-28 22:00:00,2018-01-28,2018,1,28,22
81,-8.7,42,2.1,1981,-19.3,0.0,0.0,0.0,Winter,No Holiday,Yes,2018-01-28 23:00:00,2018-01-28,2018,1,28,23
80,-9.3,45,0.7,1976,-19.0,0.0,0.0,0.0,Winter,No Holiday,Yes,2018-01-29 00:00:00,2018-01-29,2018,1,29,0
62,-9.8,47,1.3,1934,-19.0,0.0,0.0,0.0,Winter,No Holiday,Yes,2018-01-29 01:00:00,2018-01-29,2018,1,29,1
49,-10.2,47,0.9,1808,-19.3,0.0,0.0,0.0,Winter,No Holiday,Yes,2018-01-29 02:00:00,2018-01-29,2018,1,29,2
27,-9.8,43,2.8,1963,-20.0,0.0,0.0,0.0,Winter,No Holiday,Yes,2018-01-29 03:00:00,2018-01-29,2018,1,29,3
26,-9.9,45,2.5,1967,-19.6,0.0,0.0,0.0,Winter,No Holiday,Yes,2018-01-29 04:00:00,2018-01-29,2018,1,29,4
50,-10.4,47,1.0,1921,-19.5,0.0,0.0,0.0,Winter,No Holiday,Yes,2018-01-29 05:00:00,2018-01-29,2018,1,29,5
94,-10.9,43,1.0,1967,-21.0,0.0,0.0,0.0,Winter,No Holiday,Yes,2018-01-29 06:00:00,2018-01-29,2018,1,29,6
231,-11.1,37,1.6,2000,-22.9,0.0,0.0,0.0,Winter,No Holiday,Yes,2018-01-29 07:00:00,2018-01-29,2018,1,29,7
450,-11.5,38,1.0,1998,-23.0,0.01,0.0,0.0,Winter,No Holiday,Yes,2018-01-29 08:00:00,2018-01-29,2018,1,29,8
217,-10.8,34,2.9,1975,-23.6,0.17,0.0,0.0,Winter,No Holiday,Yes,2018-01-29 09:00:00,2018-01-29,2018,1,29,9
135,-9.5,28,3.7,1893,-24.6,0.59,0.0,0.0,Winter,No Holiday,Yes,2018-01-29 10:00:00,2018-01-29,2018,1,29,10
166,-8.1,24,3.6,1761,-25.1,0.91,0.0,0.0,Winter,No Holiday,Yes,2018-01-29 11:00:00,2018-01-29,2018,1,29,11
186,-7.3,23,3.8,1903,-24.9,1.17,0.0,0.0,Winter,No Holiday,Yes,2018-01-29 12:00:00,2018-01-29,2018,1,29,12
166,-6.9,23,4.6,1963,-24.6,1.28,0.0,0.0,Winter,No Holiday,Yes,2018-01-29 13:00:00,2018-01-29,2018,1,29,13
168,-5.7,23,4.5,1956,-23.5,1.25,0.0,0.0,Winter,No Holiday,Yes,2018-01-29 14:00:00,2018-01-29,2018,1,29,14
177,-5.2,27,4.5,1927,-21.3,1.06,0.0,0.0,Winter,No Holiday,Yes,2018-01-29 15:00:00,2018-01-29,2018,1,29,15
195,-5.5,28,4.3,1926,-21.1,0.78,0.0,0.0,Winter,No Holiday,Yes,2018-01-29 16:00:00,2018-01-29,2018,1,29,16
239,-5.7,30,3.6,1978,-20.5,0.4,0.0,0.0,Winter,No Holiday,Yes,2018-01-29 17:00:00,2018-01-29,2018,1,29,17
438,-6.6,34,2.5,2000,-19.8,0.06,0.0,0.0,Winter,No Holiday,Yes,2018-01-29 18:00:00,2018-01-29,2018,1,29,18
282,-7.1,40,3.2,2000,-18.4,0.0,0.0,0.0,Winter,No Holiday,Yes,2018-01-29 19:00:00,2018-01-29,2018,1,29,19
197,-7.4,41,3.8,2000,-18.4,0.0,0.0,0.0,Winter,No Holiday,Yes,2018-01-29 20:00:00,2018-01-29,2018,1,29,20
182,-7.7,42,2.9,1905,-18.4,0.0,0.0,0.0,Winter,No Holiday,Yes,2018-01-29 21:00:00,2018-01-29,2018,1,29,21
172,-8.8,40,3.0,1985,-19.9,0.0,0.0,0.0,Winter,No Holiday,Yes,2018-01-29 22:00:00,2018-01-29,2018,1,29,22
99,-9.4,41,1.6,2000,-20.2,0.0,0.0,0.0,Winter,No Holiday,Yes,2018-01-29 23:00:00,2018-01-29,2018,1,29,23
108,-10.0,34,1.1,2000,-22.9,0.0,0.0,0.0,Winter,No Holiday,Yes,2018-01-30 00:00:00,2018-01-30,2018,1,30,0
129,-10.4,37,0.3,2000,-22.3,0.0,0.0,0.0,Winter,No Holiday,Yes,2018-01-30 01:00:00,2018-01-30,2018,1,30,1
84,-10.6,40,1.0,2000,-21.6,0.0,0.0,0.0,Winter,No Holiday,Yes,2018-01-30 02:00:00,2018-01-30,2018,1,30,2
54,-10.7,42,1.4,2000,-21.1,0.0,0.0,0.0,Winter,No Holiday,Yes,2018-01-30 03:00:00,2018-01-30,2018,1,30,3
33,-11.1,50,1.2,1986,-19.4,0.0,0.0,0.0,Winter,No Holiday,Yes,2018-01-30 04:00:00,2018-01-30,2018,1,30,4
47,-11.3,53,1.6,1979,-19.0,0.0,0.0,0.0,Winter,No Holiday,Yes,2018-01-30 05:00:00,2018-01-30,2018,1,30,5
94,-11.2,53,0.9,2000,-18.9,0.0,0.0,0.0,Winter,No Holiday,Yes,2018-01-30 06:00:00,2018-01-30,2018,1,30,6
214,-11.3,57,0.9,1984,-18.1,0.0,0.0,0.0,Winter,No Holiday,Yes,2018-01-30 07:00:00,2018-01-30,2018,1,30,7
491,-11.1,61,0.7,1963,-17.1,0.01,0.0,0.0,Winter,No Holiday,Yes,2018-01-30 08:00:00,2018-01-30,2018,1,30,8
254,-9.9,49,0.8,1624,-18.6,0.2,0.0,0.0,Winter,No Holiday,Yes,2018-01-30 09:00:00,2018-01-30,2018,1,30,9
170,-7.5,42,0.9,1705,-18.2,0.55,0.0,0.0,Winter,No Holiday,Yes,2018-01-30 10:00:00,2018-01-30,2018,1,30,10
220,-4.5,29,1.3,1912,-19.8,0.79,0.0,0.0,Winter,No Holiday,Yes,2018-01-30 11:00:00,2018-01-30,2018,1,30,11
253,-3.2,32,2.7,1900,-17.5,1.01,0.0,0.0,Winter,No Holiday,Yes,2018-01-30 12:00:00,2018-01-30,2018,1,30,12
225,-1.3,35,2.0,1893,-14.8,1.18,0.0,0.0,Winter,No Holiday,Yes,2018-01-30 13:00:00,2018-01-30,2018,1,30,13
238,-1.1,46,2.1,1437,-11.2,0.72,0.0,0.0,Winter,No Holiday,Yes,2018-01-30 14:00:00,2018-01-30,2018,1,30,14
173,-1.6,55,2.5,1891,-9.4,0.64,0.0,0.0,Winter,No Holiday,Yes,2018-01-30 15:00:00,2018-01-30,2018,1,30,15
94,-2.2,76,1.7,233,-5.8,0.25,0.0,0.0,Winter,No Holiday,Yes,2018-01-30 16:00:00,2018-01-30,2018,1,30,16
53,-2.4,85,0.3,174,-4.5,0.06,0.0,0.6,Winter,No Holiday,Yes,2018-01-30 17:00:00,2018-01-30,2018,1,30,17
100,-2.3,91,0.4,202,-3.5,0.0,1.4,2.0,Winter,No Holiday,Yes,2018-01-30 18:00:00,2018-01-30,2018,1,30,18
59,-1.7,91,1.1,167,-2.9,0.0,0.0,3.0,Winter,No Holiday,Yes,2018-01-30 19:00:00,2018-01-30,2018,1,30,19
72,-1.5,91,1.7,270,-2.7,0.0,0.0,3.3,Winter,No Holiday,Yes,2018-01-30 20:00:00,2018-01-30,2018,1,30,20
60,-1.6,91,1.3,508,-2.8,0.0,1.5,3.5,Winter,No Holiday,Yes,2018-01-30 21:00:00,2018-01-30,2018,1,30,21
73,-1.7,85,1.2,1006,-3.8,0.0,0.0,3.5,Winter,No Holiday,Yes,2018-01-30 22:00:00,2018-01-30,2018,1,30,22
62,-1.7,83,1.0,1093,-4.2,0.0,0.0,3.5,Winter,No Holiday,Yes,2018-01-30 23:00:00,2018-01-30,2018,1,30,23
69,-1.7,83,0.8,1113,-4.2,0.0,0.0,3.5,Winter,No Holiday,Yes,2018-01-31 00:00:00,2018-01-31,2018,1,31,0
96,-1.6,81,1.1,1141,-4.4,0.0,0.0,3.5,Winter,No Holiday,Yes,2018-01-31 01:00:00,2018-01-31,2018,1,31,1
60,-1.6,80,1.4,1097,-4.6,0.0,0.0,3.5,Winter,No Holiday,Yes,2018-01-31 02:00:00,2018-01-31,2018,1,31,2
47,-2.2,83,1.0,977,-4.7,0.0,0.0,3.5,Winter,No Holiday,Yes,2018-01-31 03:00:00,2018-01-31,2018,1,31,3
34,-2.4,82,1.5,877,-5.0,0.0,0.0,3.5,Winter,No Holiday,Yes,2018-01-31 04:00:00,2018-01-31,2018,1,31,4
34,-2.8,83,0.6,946,-5.2,0.0,0.0,3.5,Winter,No Holiday,Yes,2018-01-31 05:00:00,2018-01-31,2018,1,31,5
63,-3.1,80,0.7,1215,-6.0,0.0,0.0,3.5,Winter,No Holiday,Yes,2018-01-31 06:00:00,2018-01-31,2018,1,31,6
124,-3.5,83,1.6,953,-5.9,0.0,0.0,3.5,Winter,No Holiday,Yes,2018-01-31 07:00:00,2018-01-31,2018,1,31,7
273,-3.6,83,1.7,915,-6.0,0.0,0.0,3.5,Winter,No Holiday,Yes,2018-01-31 08:00:00,2018-01-31,2018,1,31,8
137,-3.3,77,1.2,916,-6.7,0.1,0.0,3.4,Winter,No Holiday,Yes,2018-01-31 09:00:00,2018-01-31,2018,1,31,9
102,-2.3,63,1.7,1286,-8.4,0.22,0.0,3.2,Winter,No Holiday,Yes,2018-01-31 10:00:00,2018-01-31,2018,1,31,10
144,-1.5,46,2.5,1906,-11.6,0.56,0.0,3.0,Winter,No Holiday,Yes,2018-01-31 11:00:00,2018-01-31,2018,1,31,11
160,-1.0,35,2.7,1921,-14.5,0.64,0.0,3.0,Winter,No Holiday,Yes,2018-01-31 12:00:00,2018-01-31,2018,1,31,12
171,-0.8,39,2.6,1853,-13.0,0.54,0.0,2.8,Winter,No Holiday,Yes,2018-01-31 13:00:00,2018-01-31,2018,1,31,13
156,-0.7,33,2.7,1984,-15.0,0.56,0.0,2.5,Winter,No Holiday,Yes,2018-01-31 14:00:00,2018-01-31,2018,1,31,14
214,-0.5,30,2.3,1997,-15.9,0.45,0.0,2.2,Winter,No Holiday,Yes,2018-01-31 15:00:00,2018-01-31,2018,1,31,15
216,-0.1,29,1.6,2000,-16.0,0.5,0.0,1.8,Winter,No Holiday,Yes,2018-01-31 16:00:00,2018-01-31,2018,1,31,16
279,-0.9,34,2.8,2000,-14.8,0.28,0.0,1.8,Winter,No Holiday,Yes,2018-01-31 17:00:00,2018-01-31,2018,1,31,17
403,-1.8,35,2.1,2000,-15.2,0.05,0.0,1.6,Winter,No Holiday,Yes,2018-01-31 18:00:00,2018-01-31,2018,1,31,18
270,-2.2,36,2.2,2000,-15.2,0.0,0.0,1.6,Winter,No Holiday,Yes,2018-01-31 19:00:00,2018-01-31,2018,1,31,19
229,-2.6,36,3.1,2000,-15.6,0.0,0.0,1.6,Winter,No Holiday,Yes,2018-01-31 20:00:00,2018-01-31,2018,1,31,20
229,-3.4,40,0.9,2000,-15.0,0.0,0.0,1.6,Winter,No Holiday,Yes,2018-01-31 21:00:00,2018-01-31,2018,1,31,21
188,-4.2,48,1.0,2000,-13.5,0.0,0.0,1.6,Winter,No Holiday,Yes,2018-01-31 22:00:00,2018-01-31,2018,1,31,22
132,-4.7,53,1.3,2000,-12.8,0.0,0.0,1.6,Winter,No Holiday,Yes,2018-01-31 23:00:00,2018-01-31,2018,1,31,23
122,-5.2,56,1.4,1996,-12.6,0.0,0.0,1.6,Winter,No Holiday,Yes,2018-02-01 00:00:00,2018-02-01,2018,2,1,0
149,-5.4,54,1.7,1996,-13.2,0.0,0.0,1.6,Winter,No Holiday,Yes,2018-02-01 01:00:00,2018-02-01,2018,2,1,1
103,-5.5,53,2.1,1980,-13.5,0.0,0.0,1.6,Winter,No Holiday,Yes,2018-02-01 02:00:00,2018-02-01,2018,2,1,2
81,-6.2,57,1.6,1874,-13.3,0.0,0.0,1.6,Winter,No Holiday,Yes,2018-02-01 03:00:00,2018-02-01,2018,2,1,3
37,-7.1,56,1.8,1841,-14.4,0.0,0.0,1.6,Winter,No Holiday,Yes,2018-02-01 04:00:00,2018-02-01,2018,2,1,4
51,-7.8,65,2.3,1737,-13.2,0.0,0.0,1.6,Winter,No Holiday,Yes,2018-02-01 05:00:00,2018-02-01,2018,2,1,5
95,-8.1,59,0.7,1915,-14.7,0.0,0.0,1.6,Winter,No Holiday,Yes,2018-02-01 06:00:00,2018-02-01,2018,2,1,6
244,-8.7,64,0.5,1972,-14.2,0.0,0.0,1.6,Winter,No Holiday,Yes,2018-02-01 07:00:00,2018-02-01,2018,2,1,7
459,-8.6,59,1.0,1948,-15.1,0.01,0.0,1.6,Winter,No Holiday,Yes,2018-02-01 08:00:00,2018-02-01,2018,2,1,8
259,-7.9,50,0.6,1805,-16.5,0.23,0.0,1.6,Winter,No Holiday,Yes,2018-02-01 09:00:00,2018-02-01,2018,2,1,9
